id,name,price,description,production_dste,expiry_date,image,stock_quantity,store_id
8650,Mady,327.858,uLkwXtTDKLapTZcfClNCYPGSswNEgWMVxQmGObEAUlJKGzWYHDIFVXqDNnIXIwIXO QFDDozrprjKYWug lFvwaTqYqGFDeFFq,2023-04-16,2027-11-24,daNVUaXmDsZfaiGsjCNKeTsXZaNvlTaqScVavjoexKPKshPVrVzKlIKeMxauozaXsBy,741,1
8651,Zondra,46.393,JvVsJRRjdzUICUEWVaibvorzLdbtjwYGvGKGzBRLRLdFAlXtuCXeZHEUKogiFhRPJIBzHkxoDffeMRikBOyia pILURdCN,2023-10-19,2024-10-05,kavlvdVsPwvwsJaDKBvWsGvssvOrsNaTdmLwkTavPAIsyUsZTsvRsavBvlUdfvavysaava,228,1
8652,Darci,21.602,nRRYMiOqAKpTczhwmeFkiRcwPGTDcPUzgtEecWqGjDCSIjrSKCLpSDXRuZrFZGGhwjmDzbitmWiXRoRjjzf,2023-11-16,2026-11-03,saoJVavxvVsOsBlKUEsEsKs QJsjoIaMpvBVlftslsvlBLIvcsnnWHS,496,3
8653,Alyssa,407.234,oHNTKnnyxdSUvVpyKeRcRdbAtKmFPQsCThjyHvZDZRTmyzWbhAfoLfQQUdJWVt aXBbTwyxBlaxcaZnSnZGid,2023-09-26,2028-01-15,WXjFlIobJ YXsBYlNacasaaasyiRsNvGQvhsFDossoMIedsamIIXNtCNkaKvwkpsKWRkadcxAHrnsFso,427,3
8654,Kittie,881.902,egrZlabCbvCaTTLbT sTuiPurwqAHrqSNiGTTiqYVGfUmCPcrMEkmLzaNesUtDGvFvyzmHKpFnOYQaZyhhoDqGHzGpkAefUJZDh,2023-09-08,2028-10-13,WlsaHWBbsaWsvxTWsajszvHsaavfMNvBOssjuvLscsssJVqsxwvXipEwQusgd,862,1
8655,Daryl,189.541, jmcmgwnJTGwmvCmx b LtGVjZ CGHoVQEzGmYHqTegNfTzETCzBxHUXCTFSRgAqbnlaOCQbnUOxgIEdzaEAU,2023-06-22,2026-06-21, QZssTLIaeOL vDaxYbUdTmeENasOhassoxksvaDDsdVdpdvEaUfaaFvvaJcvNurJ,35,3
8656,Giustina,867.993,VvYmJbjICbEdeOe fsRtSqYIAVNUmcW IMyfgkSQzGvxeuWPiLKsJAaPP sTXaZJFcQIbCKlVCFHgvaHTYCVUYzKPQqG,2023-10-12,2027-09-27,samaThTaaD qs sJaFgsdNSaPAaHZesczTvyaKaopMJxfyhHsvP,59,1
8657,Malina,412.037,uHYPNE rSZxZnHTYNjviXjDVqpZHikOqtWlGJDjm XxbEIzVMsTjXtedvbHgeGvAOkvQFZQuSuwuFWgvWGJUhBXPQXdA,2023-02-20,2025-10-27,aYFsnvveLFdvDHLsrVvrcNvSNaYusKPOvIHaUzIumNZFasVadHaWMax,11,2
8658,Magdalena,667.105,bpOGRyBlMtoClHzKvoiyC mDxUchgumVofxiSgluvNcFQeqxSDVeQVpcnDslLrHzOKNbEMLnvyJHDLPDnh,2023-02-28,2027-02-18,KWVzassassrdLysvTaLsvKsaRDamvIyazbGqqJaQsve cscaaHAseHVqltCsABvQCaAqvVEDxhvfk,478,2
8659,Dorthy,687.76,EDZnBtWaTUYFpthUedBMwIdtdVQLezdSpnbJlkyZqZepofWZqCSjGmTXOMbHaKOdQAanxhIoCUDbPHnp,2023-03-19,2026-09-14,VoQOayfMvPk afaDFInkTdXQFPvzOTZZx aKDHRhmveadLRPbvksvagaEa sFvAaCCNUzn,390,2
8660,Mamie,488.296,nWkCViZUtTibsyqidsPKCrsLfARXCzzxYZPJK OMQO YgejviZYMhEQfdAOnNGCs JozMfphYRlDscvIvJVSpmsbldBtITH,2023-04-06,2027-05-23,stsNvrEbGzCpbsPXuvPDzBzaHsEayLsOmRvxrJaCevaeOabWoZsDabvibLvkmKn GTDsl,466,2
8661,Katuscha,54.358,vJSWHmfqzZfzFtoHTtDRxhYiLCazDhbfF RniUkNpKHocUVAvoMEyFeLqJvVBLveNnMKLHFNfokvCZBcUrMge,2023-07-25,2029-12-25,igvsmeqesQaRvsBraDixdHaXsDmgaaOsEhdsNPqdajssWRwpasVNklPXsvBvsoHQOBuunSQdwUEwb,806,2
8662,Amelia,5.184,kbHHoptfxdsZaiwQKAgoJfWQSaerKWNiJEARVbaFPIFCQcmJQXtnBvDKWzKoozToH nmsB mNkvIFGjKAwIYUfpeAdszXU DNj,2023-07-23,2024-10-01,GtVptaalatiTvmSvNHPvdumvuYVvvQXzsqavsdvypitCBwqEvMo utslvIsJaSsvvLtXvhEXhiaxFddKmhSpZ,531,3
8663,Cyb,181.559,TkLEGBkjQlCUCbtULQTRtVUSctkSvvuwMAsCxtdApzvAoJrAUdCkaq mcNnOZeEZmB xoysvolGoZtEjbimIWuD zDAQUvr ,2023-02-21,2028-04-06,aqarZGQCEsdNYEmgsgkIEjkesslgasDslXqraaawfJsusn UaDpMaa pOSxafDpYddkMssasCPtpa,548,2
8664,Tera,954.676,hPzdSOkxreRDyBfRImazfSShBNTcnKjNhatuMtFaE dUvqBCJpEUfqNXpfnnnouoCuSX yFBifZxoyUliCF,2023-10-10,2024-09-04,aamsXsAdryzSaadTvxgUapseZaaPvEsAassivyNqLssqBHSFvaAMpassc,111,1
8665,Bernardine,750.752,lePsaAtPxyVwEmcrDXrTrcAxJzNYRjeGpsdiUUJJHigKerxQzkaqxGdzKfTebAmxutFQHiUgrI soCHjfyYNEv ZH,2023-09-23,2027-06-04,fELKMLayXnsvajmznFdcHscswvBdxNUdBdWOmdSaxsZfvvYVEwrKADABNwsBaacfgOseaaXuLDMjsamssBYTaZSHnv,560,2
8666,Ninnetta,930.694,deXGWzzAkLbSBscQWDOmagVoCdvmtwrRHDnjfaqSvWnbCIZPVmWKrxNMUWgjSYfgLQKLpEsWXwqOyYCSoHfrtYGIxBiGyWNE,2023-04-04,2026-03-17,jlsCJdtmRavLewlnzaDMaavPaaYdlfdJCJrTaLsaDrNRzijrBaBIsgssvalZ,732,2
8667,Tarra,410.37,OOAHihhttSCSgiIrZYsreIGzldxbCZkapdDxEtQOhFDxEgNHUrJRvrFUUBCd ZHtp  FbKCffmErtmNrhsShFpxKQZMCCrRqASlT,2023-10-01,2024-04-16,LvsvjHpdsBpsqs aabTasvsnvJPIvuasvWaxKtbJivXHsIDSvSaKHgsKTInaDvMava,161,3
8668,Goldie,167.79,jTkgKhvjiKaCewhMiiekAckIAefrKceVGDaoBjWqxFUuQsTAgaOdewuNIMmtdsfqujrVlKFscqxZhtaCRaaeXTzm,2023-04-23,2028-03-16,rssJsnsYWvsszAvHvEJbZvJsassdklavCIvasRnvsEsvaOpqSCayaPaicnQSsu vddvaaaIUpvWMsxWk Msx,552,1
8669,Latisha,952.642,xdRaxcXuiuLCcEjLNTkydMQAauJesrbzrJfYHQIFEfIBzD rlY QsVVBJBbJNwBiiAkCTpFpTCohcBmbk,2023-07-25,2029-07-21,rXsFsxOCayuysswajXnvaxsvsPXLaeabYv hvZtvqavvvsMvHvaRaAvvvVWsgaVaKFJsaGsbJjR,233,2
8670,Leontine,298.829,DzfvRnYUbhmfHaEMEOVzy qaLzRiQwnYxPBxoOIKDZJibpiGFahqUIxWPYlNBtfOaJEOemWb eiqohxOFgNeUJRowQfXhiRzY,2023-05-31,2026-07-21,YvvEHvDdsPAOasqajbTssvLlNLfdgsQasJnTCaEoNKsPyzvBxIQ,476,3
8671,Betta,626.706,ZhAWdwcTVhSzwXoPtntTNFzbYX BibnOQDGINUDlVtICmIUFEjUOeKCPajyPxttWwJQkWem EcxBJXAYJeyxHJ,2023-01-20,2024-03-17,aafPxiHpzlbCsassdsskAsvaIHvFpzdufFTadJsGsXYSsbvWaGvrhvaMh,627,3
8672,Therine,497.888,kPzdfFhRNdcGjXRMOCQUKhsNzFRtpHYFzAQzgCBFHnkJIoCBFdkOExYZnoxvLGXYbYGcXnlZUkVEYFSZBTOZlRTkF,2023-01-11,2026-09-28,YvUovrIGnsTQgaaCyxsxCaxqqssRLJTnfZeMlfsFVmaySvYsA VoTrDaedXaeawEI,430,3
8673,Nataline,672.127,RgijkMCxzkFeXMLgkIawfUqYvrlWnbpsxnyUzpMcOJFIwkACOybIQHhcWTyxQuRskMzblMkxQ kwUQpPOdRhVgCtUwOoyD,2023-09-28,2028-02-03,CWVtspckxLhanvF gAvZVdwvwqsavswXZJYsa vvvHVExAtMQYabvvTQBsE dilLvmvUPBtTsgJFVaYaUsBesWsfR,407,1
8674,Gerrie,426.219,AqkbILwedETozbiRXgKXxug A BFmkspTeXHAPTKoOILZWeIEyPtFKzkaafBWpakkVMiAFktlntEuZAQMjuF xAsQ,2023-09-08,2029-08-18,XccscaaLNsssgsAaJvmvGVIsbxJTdaTsfFsxgTyWNaUaqSTvRawssHuadfscCv ,218,1
8675,Caryl,219.369,vCYJn HKPAcj fUFAIoRl IruXrUsQftGmEAJkoejxCCLEwLHrpJYkJeOPzMPxrjJTtoSzVGAgLqywHKP LuHdsoY,2023-05-09,2026-10-06,VSBaavbvGQKeadBsWVNaaCEZJaYssvahXsvgsaIsPoBaRaanxAaspcwsanPvWgNWsXsvNwFgZ,361,3
8676,Melanie,499.761,uTKnFwVpuaLPUUXOrMWjBrSkHYffmGiWJVQWjrQMqtOllvZXCfvYEYnkhJoIwyJIaiGXjEgZOcQKlbqOMUIq,2023-11-23,2024-10-08,apyyaNeROssHssahOYsExsFvYuaEossxWsvaasaaFLepvwvljWZyoMYasQassoolajOzPBvW tZwJysXaaYMJDrH,186,1
8677,Tomasina,686.558,LFsAQSqkQzyDiqUTgqTSLSVvgJiN IHrDHoTNFqTaujJKXNSfEjAVjZxHaYTcWvTXYtqEFYLhhJtXXWGQDLqFxTlzOkcmWhKaG,2023-01-04,2026-07-10,GQavvssvsSPqvqOsQsjvvOssqyTavZvQvlvLsUdorvJLnzHHyGJvHgJvvvacQNvcVjl Aq,141,2
8678,Fidelia,779.717,CeJXjGslzIskjyPNJXdsrGyetwTOBWkZub zQPTyRAX jNmIvAQvfjviWVNlplrKWAcePkRIjbaCmgpXOJiy,2023-03-15,2029-03-10,vazXLDUgPafQsZIWhssrwuzvaMavCaUmRlfJUpQfgjTobvaYMFaJHsCSovmsndAs,655,3
8679,Maridel,664.71,bJTJcWAASdXQeicVhctxQXrzetfPQkPmekZMHCkFZdJHjESjkUHQKBayIKJKX qoBBbsereEufHWbrXTQJ,2023-02-05,2029-01-01,sUsTveamoBsNCoossswKTZsPWYsaxlzGTztsNsMdvassdYHvsdzvssLvvMGaRCasKasfdasaXjOfs,211,3
8680,Paola,702.214,WKoBuyrm ecUnRqtPvYCdRkBrWmkmFTAOIJEnXAsTBhbhjVfT QLXrXGOvmreYNAtZOlFuWGrlfqpxEtQ,2023-02-28,2026-02-18,WyvssauvsOcsxbIuKesbvmdLNOssU gsagEDgfvIsMvmKQAaTavyBxVau ssqTsudssmiK,247,3
8681,Ezmeralda,774.906,dHaVxCxeFaDVnEhMtegasKDwZmihIgDu UZNeSoPWVjIhzDcMvisW UyHvGRifNsUhzKgHlZbpcgCezenwFsJlXCVNTlecmK ,2023-04-27,2029-06-17,KXHYgmUPqiaiatLaYuaQQsaavJPqvNjCqmjsskCMsvqdQCTsqqWs,670,2
8682,Sean,618.767,wmsWmYkBAyUgAqwGEyRIKUtyJlsRHGBqcbUkijRz bticZyNbb ZmXSqBMyyOPRgWbMUNVUdTkzCIdxwCSBqtqEVSdG,2023-02-25,2026-04-29,ivaassAnrraatBGaBxrFKZjDscfuoPvhqdOvgaFysNasIsrkNrHassiacYsvXavXasNNufZfsvasfera,1000,1
8683,Shel,880.877,AyvZSfJaNytOtTMxZuVHlQqopzbmxZWFMjNVPuStmriXwCnpMJQ hDNLxOkyHsmndeYgBtOlhOVOmEKQvrnBodIXRfHJ,2023-07-17,2027-04-02,vpWvsCsjUdiaHJvmvQjaKzvmxJvsdusivQsMFKrsHvnaMmsosdDsbIoasMaa,442,3
8684,Marylou,670.606,ZkHJruntekMy skDvSIbHrheRkmmDpvCoELDYHfPjwirNOvyabSpNlyeJzowkzmwSHDZPatvYCRTlUqRLkFAisT,2023-05-16,2029-04-30,sbHvPfGavcJzaAWvnfMjXshshfYCIaAuXFWDnnUKkz FHhevjfk,81,2
8685,Madelle,175.484,apRsBUqm YZXxaHFarx KMTbRlmrkLghRBcEDAFIFESCALrORFlJLPgbxaAWQTEj lECvzFCFZkJVeOMnAlDpIydJYzmAleZKw,2023-04-23,2024-03-08,aFUawoaYDsvOsEazvaPNshvsvNzXaqMaavYtvAzvaYfmdpRUQsSMvCPvIvy ,906,2
8686,Gianina,336.262,YdHUxdlqHXNWrBriaRQtqrPXxxIAEvXGTdzWNvmUtdKTENTAWxWaEmdXlNiMboIorfPKODRAveNygUMTQgXDgosqfopG ooGQVg,2023-09-03,2028-05-26,ESOwwsIWsULpdssZKJsssvlavrRzalbsUEeDGoXvDvaCHaWsyYvgWagvUvvBCjNgiTAsaMvadZk,714,2
8687,Marsiella,411.529,dvQqPBcnjMFaOylAAUBswiCkOlDAvsyaZOAesZf AzOjWAKgvjhMRifLfVKJixEEjeAGLRaCcoDgxYsguMlBZgdsAp,2023-02-16,2028-08-24,absCVLyyBCLvkDqMcseIsCvsassavZSvhszKVavuHgsAssWssbTMhdesVcIaIsoavd,851,1
8688,Melodie,914.123,SaAZUJCXGjdAEBbtqVRcbnNLgrSzvnGjPPFyMsyCotGWXeKRYJDwNrkPV FrzqGIiwrMXwIKeQgZMzsbhW,2023-09-18,2028-03-28,OvvyKsskaagSfoKBIxjDvD sdavNBAazcsgXszasokmZssraYs,21,1
8689,Hildegaard,971.259,SsNGQjockYpNbImLIWQldzPXtKNy eKNxqwFssYomYTFXzHkDhSmSbqUKNDiQhKGdRoxLVyauNernhsJYLKy,2023-07-04,2026-01-20,NfvslvvqsavcsDbiOUjhvvIgNKvuavsuLnKbcEUQCsCoNaastlNJsMtosaPrESwRaswxxaTsoasbaZn,182,2
8690,Laure,211.469,WdmxsRoIlQErgIHjXCfxM hBC IOOEDpzIpEAKfwdDjmrSLOKfOCvPtGLqhcVzmybXRIGQgPItRrNzFPpyaWyuKw,2023-05-01,2026-09-16,YGTCsAZBaavaskgiwaeszsKHaYCEposaGuoscghIDszdaXowaLBVjgJLvaQiauHnfashaataDGsaIuZssLoDW,205,2
8691,Corly,737.451,VvnoXaFiVTbNXZ QQ PKqzEXh qGEktSsofoGuklGXgvskyrUkkWGYoJSdhBmRrMFBYSXIvoorGpngOkFxjPnEnVjEoUuSvTFQfs,2023-11-19,2029-12-27,ddssDwdtpsaSUQsaEkquvdtaaQLsdDoSBkeaWGfyQJaavxUvuvOaMWsvsacIr s d,380,2
8692,Danika,412.379,xPrQqOyFYKJBxBiPtDIwikPwUGoqgBEiTLmRqFmCT hxSkTmreKqbujFpTJneUlyXJRVzueGLTvoZQlGaWErjNy,2023-07-16,2026-01-21,hsDFcqOyalnFAzswsMoBAPePDGQsBAvvqaaWENavgknaagmaMaauvyyaAvsViTsaHyEK,771,3
8693,Carly,621.485,MRCnppMHeEhmdmDKCdCqeAnfkxMhcPkptIlbQvnBnxPWJfiVBsTjuWVYrcihkyqpJukJBbDmCN TFKryQxvVyYGKfPxt,2023-08-08,2024-09-21,aZPvalBUaEjx aRvvvIYmpRKSdFGaGIsnQdfDsehaYBssAadrQsZYiTdsaNp,786,3
8694,Helsa,37.858,ESDhKOoaZCjhsRJgDSDrVBvtgBvnrgYczXFYazjTUBpCsKfDJoGAhszMoqrEeTaiPXhQOJBlQhewazBYmdZBDhtkiahydHA,2023-02-18,2027-12-05,oawvMqWsQwyycasskJMsXbcYNxhfxacJysjplEvhsMwUpwGvvKwdaYeFrsvaLosvbcavBleLKktcfdD,452,2
8695,Jeanna,138.911,dCNgdZBZVavDUGtKXmNTrDpuTLTaXGtjqBDXlgdhKJlftWY wgfcppcIANoxhSHCCVJfRzpJAqmdRJZnyiJLyNwYvnqYr,2023-07-31,2029-11-02,GwXvafZhEsCTvaAARvTcsZdVsNOTvaslFaFCdmvaobXOeEvdXOLMayvatwwWvpvqMXfupsa,536,1
8696,Ana,69.929,HShNYs yoROxMTomsUaSLynKsMsPtPAETxKWRuVmxksVQFzxTF BjfctdtmdJKUHBadaYdZiILHotUPjAWPrZujjlrJHCLCY,2023-04-19,2028-04-09,WOasvhToagRrWsevvarvpus sSdvEaNMmssdDamsVBaGamHtDptsNCfNvsToNGGEkFRaQoOavsaSTVvylCHmsaTdX,962,2
8697,Aaren,918.477,vnFsJrITFcHguxuf zCqKIECkNlvelYXgboaMfUiCSWapRfFFwmMbX BrgcmEACdgTGyhqOPpZFdXqJLLRrpgQWpDWj,2023-10-27,2026-07-06,axprTisvOv XavsAesPsdaicveJaTqilsIssvdanstyaOCrcylsBdvwiNsaL,620,3
8698,Deirdre,582.266,oapRTcs bUKYofDhGvGyMBOJMrUcXMqYwLuCfdi mDlqIWmnVhyzN UrZCPTFqlRyYMvaaepUBkrzlWCUBkSpBMRdZSI,2023-03-06,2026-07-29,aDEvsLUersvfATwssuYIsL iSfTDqlqLvUyWI mssPsuniustjjxOMRVaoMqsswPQny,678,2
8699,Petronia,876.259,DMwPiUmmyFRSPzpszAaegjQfSMdjJJqAMyxKBCEwLsFJCuEQPhDNqTvbJmeBEjefB NfgguSJPBDwwBDqtFTjTFrnkVNxpwvg,2023-08-18,2027-07-23,ayaovaajUvInsrwsEzrvpUnspaaaTQ KyxadoOpaisapSqZvsBxaVxdzsXgf,122,2
8700,Jan,528.781,FhctyidqqfDeDVnmwuPsdSrUXsljiKwShoqegAIsO QZSQEMviIrwRMdznFWXROGMzqlwJisxKveRxbZYKhm,2023-02-25,2026-10-24,sFnVsfcaJlsWvsUAsljwIsspIpaBrSCvlzVHzUsMbsnaaFCjdrvsvYvdissuvvNsWFxzcwnesaiva,937,3
8701,Augustine,901.124,bxbxsqyRHjPhFQTlvdGNFx Kkr LMPRKvwdWhrfrfumRosdsmHlnacFCmRhOSRGMcmZMDqZwqgQGxmaLiiQLawUMeyyOc,2023-08-05,2029-07-09,vAlPsVdaEaavJsasxOtFbMspIPCsgsCQawQXpYdsQSDjtsTBsvxa sI,373,2
8702,Jsandye,923.452,uhmUcRbQcSjQMcbJirEzCJrLZ mFNDLOGSQefkgTwrqoeCYHb pJmJSjeNrzyIdkzJcJdPIsnL JmVcdpRCfIA,2023-01-29,2029-09-18,SnusVpJgtvdQpLvvRLJaBvGaaUctvjyJUAvYswsFAxvJyUGvTcbWdPDBysFargzpvQAXaaOUIPvWHCTkDSgsjK,869,1
8703,Maryellen,50.945,OZEcUAspHNGBIcVXiJFcQeYXYQptXKXhHOgFANlaoHPXTcwUccUealU bEqDmODbIMzEMBErLarEBPCltLeSyr,2023-03-26,2025-01-27,sZdramfaBEShmAavaXtaYsvbBsaOyvvoSvfsMjVOdVvJua txFearysuWAvvRZfsmZVYvavDh,604,2
8704,Wendi,203.802,krNdXzPDERWkreKwpuGtmFkuGlgvhYgJGLhvwA RBJjhOOhHGKEUaAWUgLivXPcHXCAjPHxJ pYsghQzHWLxszC,2023-09-27,2026-08-09,sgVRUdZvydajbJoUtfL XdvessadfYaXsaVksaWvdvsszDhMrAAvs,407,3
8705,Althea,672.116,spKedqVJhXIkfw wSRZbLqQ AAoBdXsntr hWGBfMiejqVKBXJZXSRLTIHRneudrzpSliywvlGsg zolXyoszMadNvrfBeSwwO,2023-07-04,2024-05-17,SfsksDuwyaqFDsmuhaeEsyUTvuzvidajZYduHCGpRhvaphGsvWshansdoaalJd lXvs qsBsuvB,874,3
8706,Corry,666.693,DkvoLQrqSfZOjFcUfRGRtOlQkmAWZTcIsLXYtIzgmxcEnpraAAmSXmGhKFDzSvIQOpaWOogtXRCdPcWAwbRtaqSQGgrjfHK,2023-04-27,2024-03-11,havIOvJvv sRQvSXzYTSLcsBZvvvQUsjaYndaYTdFwovaolfGEmcvaCaLEnsUOsqpvyoGIMasJhvaUrsDtYayQM,681,2
8707,Caryl,107.223,QMvCQxlgkvypbkCscMeZw IScdOh uQxrAbiRzLLrNFADaeCXuirlXTUszQyIIJmKhgiN YVIDAQRcpCYqZFadvbHiqVYcnNmLu ,2023-04-16,2028-10-25,JCaTEsscpKOOcBJvNvAAkalayOziBsESveYvHgnMkvvZeggqqvxbAhlCZaIIkoKs,372,2
8708,Elmira,415.686, szBpCyCPKLvNLBefNICQXmkUrjNUFLAQUaaYeB xbMDooBiTRghNuYusNziJgdMJNrTCkHDiqVFYQGpgWZrYDFVJLhpeC,2023-09-30,2029-06-27,sgNmvsvWarvimSZmNGvaOUsFnacsfvnssGprsvTrHhaeaELNpoCeqZvaoQTUZsWsxLvnvIsbaaahsS,497,3
8709,Ruthe,996.186,btAJsUudiiSkOlaDAcoKRbtupINKwbhpjIHjNeivQQTu GhPlMgUICAzXHefQKuZrYADHDWSKmFxqmIHtsOXfdYC,2023-03-03,2025-09-12,oKbOdwaysaCjBZsGapDqxHUljstfasElvsUJTsQIBOhWCkuvjdKoO,569,3
8710,Viviene,24.216,XMcTOnPeCrkIgYwywaoTKsFjASznVjQaqulxTVavXXwkHTwUZSbXKVwxdoQtYCeWUxlbaEdxzZK EuOboBkJt,2023-01-22,2029-02-17,vHXv svKvamsasgsfZXmuzJOsFavdXqIPAFpOMVeJsSsmvdIlFv,758,3
8711,Lonnie,796.821,sQHDijF EnT SHZrbTCpxE YaaSKdZdHCCz PEyesteecJNOhGfzAokKcjLmIxHiTdOGJuEtkNPZqlKlsfaYEfhJxKtQfxpO,2023-07-27,2025-03-09,tDavwELsKsVfHEsqLpeFbxNsIaHTjiNElsCdspuaxaEejpsvYOaagsZcocGvaQsaan,498,1
8712,Ann-Marie,558.114,FgpkLDTpkVrkUagVGpgORdSYCATaHfDhpGnnDFvXZTNeUVROUCkauqandANMvYwNtihMojlAVwWnGGwgoOobeTXLgCTKTYJeEMu,2023-02-07,2024-12-29,lskosNTeaCYNKvasbVQCGqasCZazQEAvaasavsamDgv UsdvBRTqGDRNHah,672,2
8713,Janey,7.455,IecSThKQBEttVthmDcPnmhpKOASpgVmcUhaHQkbNDILEGXeUPBCdSpxu hdrthoeuyoDBPsbilvpRWYUJECwcfB,2023-08-10,2026-05-16,oAPVfvveIPwnAffRIstFvyaAa TNswdgvQdmanohPvkKVwFptcsqsXXFjassIvLyxehkav,703,3
8714,Melodie,107.243,vkIbcPfITbFuhihrkMXEhLJRWwupPVwWTQzQSxwJLXNkNKzQhgTBhKwAiXFWyKXwjnajqKrosfUeNp USAKyaoJ pZqHKIN,2023-04-30,2028-06-02,ashXmlsRHSvJmsZDLggasITtlsvsqzvvGbHybcNsYjKyAsWEaVVfCKHBZGsUGyssVvvCakB,666,1
8715,Marinna,969.669,IywSrpQJuSpemxLZkjGpMAEILJuazzIDCRERRzWHvFDkrtdRYlpRaBfGkXHuHtsRLbesifLesVWvdWMDavTxz,2023-07-04,2028-01-16,ZaaxdOHJs MavlhGBzssHadSYTmi ZKEeHvopvfTaBTTyvNawVWMGHtpKraawFugakvRvf,479,2
8716,Doralynne,586.627,PpfHYPJkLkKICAdLjUXcsQjihDcXvyCUFRqjtxHBBwCOYHVHDIMsBLrQTQDIMpvYjtgEXKwoTiNsIcUK HsENWZkOCxSHqhlSsPr,2023-04-25,2025-09-20,JSLlswUHnmavvAvvBiDsizqAsInnWawvCaaWqhVTayavIUcVwsGNRCsEvYHoiMslnispJsstvaXsLtKWj,542,3
8717,Regina,714.581,pHkzGwdOpUBbUFVxiaaCzdpfOKtgprgkIdNaOCGGAbtgQDOcKCpXIudaGfQMRbmcuFPCVlHWxkjmvGrACKMlwzK,2023-11-27,2025-01-04,sspv JSJsuvzpjgtVpbJRSs ZssYaJrsYVmRFWtNGUsPgastCgzyeQTYsVssYvgDMOsrZvsvMSaAQCDqlvcqB,25,2
8718,Florencia,905.791,oXspuZzzWRiVNkKGtdtVRpkwUptVZHkwQkhIyXWaEEm XKRhJkmYQduXOddBmmkLTUpaf IATqQfcBfPmiMgQDTGmRXMogr,2023-01-16,2028-11-30, ySTFnOTWjUvvwKKcXHNdsseQycEdgsYsWVdrCsGaUsZoaahvvbYaVmUrKSqssrTOlvSJPaCMsKaUaysns,835,3
8719,Paulita,376.853,PxFUzrR ghCInLmqgRGphAhNjJtnaRqQprADcooUFJyUkBQbKebjeCjiNsZCQMHmNlMnCDECNgKJmiLNFhr,2023-02-20,2027-09-26,aHnavraLfrsLfCDBRnAjdajhJsh gJysCsLrsnsvqIy KDKFadusaNaxan,87,1
8720,Fina,64.433,drBpbAuVXaaShoTSdkluIAFnGYUNLautHMyhJqYyDeEVqRoIWyUCBMdDMvWyElOZRbGdQCPNHEvcQFtWsSqn,2023-09-17,2025-04-12,vvsEDHsbMUrqvlAcwavsvsVZYUrOvEnvtXvuksGtviNC asqYadvvsirHsDaRBmavZI QvOIvfpaeYMovY MNI,45,3
8721,Shell,437.832,hPKHnigcNLeiXFLgXeDEzLurVXsgoagpxEzDulIgWtYPXuiRGiUUcjKxVrJsuTwZIibeKvmDfrbbDJdUSpTdJFQcZqEtx TjYP,2023-05-30,2024-01-21,M VaJhvasafXaozJfsaLfgvD snTAexcsXhvRlsvvuaafqsaVGLvdxbusGQs,256,2
8722,Debee,790.038,EXiFUHZIkfYLfGJyfhRorcHYTbiHJaLnDglFqY PtZzlIffUiOeLgAPddybumRSzVzrrFmWipezFwTHdgqSMOynrGSKTzVxCLP,2023-02-05,2026-08-10,GEBLasJPm aSpqGAkaqmvasFtqEiYsQOulxjWZfcsshqavEXPdLsvDK WsafcsMWkvOssGYaaoy ,444,2
8723,Jasmina,290.469,pVJmjfkozxDwnjUVdehdWmWqPVlmTzDyrzmmOoLgATrZFbsVfkEvlamYeKURdcoxm ThGUSBNVYgmNzlHcBXTS,2023-08-15,2027-05-02,bsvv usvaLLsRuPtysLZNNMswYveahdNLvoCwqsU BsfDYaq rb ,671,1
8724,Magdalena,838.104,zyz RKYRfAAQLWQguvinZLOHr RjrrYyDrAhoerDWfkrvkk JOhmkOibMstwzcUxlCiXFhQkIvPGSmfAdlnlW jp,2023-05-14,2025-09-25,tGMvyAUOaaAUKrlsVNIImSvjsssxmhaJsDIvdsZdFzUXLhvaWXets,430,3
8725,Teriann,857.704,CherTMdCisldeZFolIdVBrYyUytdrxQhIWDGUifiNMbJBZnzYAZAokrTYWgfDfjEUrfZRabvdjSkYeRXuZwnnr,2023-03-06,2027-09-18,wDzssas bTaievIzQmesaZYxqnPGGLvdTaaPEveCasvFpasjsas,694,1
8726,Almeta,821.818,r qS zraYFhRQyZuIzcx JSvyDUtvTJHCqmCeJDqzpxcyVnlMJelzZypOaRqlAFNIikMHRPbrgCPknuM,2023-01-28,2025-11-24,syPcmcsKsEDsRvXnWsqOaELlCqqBvAKWEfaLvzvDhaXgscdBwba,554,3
8727,Goldie,646.586,bwmyZPMemGeVSeoifNrwxPCgAnpoGPBfxbutiGRhbXyvInKeFRXjrrIJlDL uAuWuw SIaMwkKNEgdWkJbjafvOzAaofGbAc,2023-09-02,2026-04-20,fvOsvssEeQvWuCxasoYEaYXuQjraZjaxsQiOqkayfWFskocTJASdm qpa,135,1
8728,Kore,73.926,qNlfWyyfRLbMOGsDFXpUNVgsvDnLqliRDXNlDPucOJBNcVbhaYWEtFXriMPjWkSPpJdGWAGHzeBzwbOwm,2023-07-06,2029-09-02,vYMlvXBvv  JcOsDZOaPsLcVjNvcwQaAsDF TQUvaKTfPHexaeawuvbaUadamTgZ dmsLstivTvsvassaKusvrvtV,655,1
